external_id,level,category,intensity,title,text,required_items,item_mode,timer_seconds,risk_tags,avoid_if_tags,collection,review_status,is_enabled,aftercare_required,pose_family,pose_difficulty,space_required,body_load,notes
task_l1_011,1,task,light,Повторить границу,"Контекст: В этой карточке нет интимных действий. Никаких физических действий не начинайте.

Порядок: Первый выбирает одну точную границу из списка: не касаться шеи; не закрывать глаза повязкой; не использовать строгий тон; не переходить к проникновению. Он произносит ее полностью, второй повторяет своими словами и говорит «принимаю». Затем поменяйтесь ролями с другой границей.

Завершение: После выполнения всех пунктов раздела «Порядок» карточка заканчивается. К физическому действию переходите только по новой карточке и новому согласию.",,none,,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_012,1,task,light,Настроение вечера,"Контекст: В этой карточке нет интимных действий. Никаких физических действий не начинайте.

Порядок: Каждый выбирает три варианта из списка: спокойное, игривое, романтичное, разговорное или энергичное настроение. Найдите один совпавший вариант. Затем выберите одно конкретное проявление на сейчас: темп речи, музыка, яркость света либо количество пауз.

Завершение: После выполнения всех пунктов раздела «Порядок» карточка заканчивается. К физическому действию переходите только по новой карточке и новому согласию.",,none,,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_013,1,task,light,Пять проявлений нежности,"Контекст: В этой карточке выполняется только прямо описанный ниже жест, разговор или прикосновение. К сексуальным действиям не переходите.

Порядок: Сделайте пять медленных поцелуев или объятий, между ними оставляя короткую паузу.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,120,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_014,1,task,light,Музыка или тишина,"Контекст: В этой карточке нет интимных действий. Никаких физических действий не начинайте.

Порядок: Первый включает одну заранее выбранную композицию либо говорит «оставим тишину». Второй отвечает «подходит» или предлагает ровно одну замену. После согласования послушайте выбранный вариант 60 секунд, сидя рядом и ничего не переключая.

Завершение: После выполнения всех пунктов раздела «Порядок» карточка заканчивается. К физическому действию переходите только по новой карточке и новому согласию.",,none,60,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_015,1,task,light,Минута комплиментов,"Контекст: В этой карточке выполняется только прямо описанный ниже жест, разговор или прикосновение. К сексуальным действиям не переходите.

Порядок: В течение минуты по очереди говорите конкретные комплименты без шуток и сравнений с другими людьми. Каждый комплимент должен описывать качество или поступок партнера.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,60,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_016,1,task,light,Разрешение на нежный жест,"Контекст: В этой карточке выполняется только прямо описанный ниже жест, разговор или прикосновение. К сексуальным действиям не переходите.

Порядок: Первый выбирает один жест: взять за руку, обнять на пять секунд или один раз поцеловать. Он называет жест и спрашивает «можно?». Второй отвечает «да», «позже» или «пауза»; жест выполняется только после «да». Затем поменяйтесь ролями.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,120,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_017,1,task,light,Комфортная дистанция,"Контекст: В этой карточке выполняется только прямо описанный ниже жест, разговор или прикосновение. К сексуальным действиям не переходите.

Порядок: Встаньте лицом друг к другу на расстоянии двух шагов. Первый спрашивает «можно ближе?», второй отвечает «да» или «остаемся здесь»; после «да» сделайте только один шаг. Затем поменяйтесь ролями.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,120,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_018,1,task,light,Три ответа о комфорте,"Контекст: В этой карточке нет интимных действий. Никаких физических действий не начинайте.

Порядок: По очереди ответьте на три вопроса: что сейчас нравится, чего пока не хочется и что можно немного усилить. Второй партнер не спорит и кратко повторяет услышанное.

Завершение: После выполнения всех пунктов раздела «Порядок» карточка заканчивается. К физическому действию переходите только по новой карточке и новому согласию.",,none,,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_019,1,task,light,Правило темпа,"Контекст: В этой карточке выполняется только прямо описанный ниже жест, разговор или прикосновение. К сексуальным действиям не переходите.

Порядок: Вместе выберите одно правило до таймера: говорить медленнее или двигаться медленнее. Любой может отменить правило словом «пауза»; дополнительные ограничения не добавляются.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,120,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_020,1,task,light,Подготовка к игре,"Контекст: В этой карточке нет интимных действий. Никаких физических действий не начинайте.

Порядок: Сделайте ритуал начала: вода рядом, стоп-слово подтверждено, лишние уведомления выключены.

Завершение: После выполнения всех пунктов раздела «Порядок» карточка заканчивается. К физическому действию переходите только по новой карточке и новому согласию.",,none,,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_021,1,task,light,Свет и звук,"Контекст: В этой карточке нет интимных действий. Никаких физических действий не начинайте.

Порядок: Первый партнер выбирает яркость света, второй — музыку или тишину. Каждый может предложить одну корректировку; после согласования оставьте настройки до конца таймера.

Завершение: После выполнения всех пунктов раздела «Порядок» карточка заканчивается. К физическому действию переходите только по новой карточке и новому согласию.",,none,120,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_022,1,task,light,Одно желание,"Контекст: В этой карточке выполняется одно мягкое действие, выбранное из списка ниже. Другие действия не добавляются.

Порядок: Первый партнер предлагает один вариант: держаться за руки одну минуту; обниматься 30 секунд; сделать минутный массаж плеч; трижды медленно поцеловаться в губы. Второй отвечает «подходит», «выбрать другой вариант» или «не выполнять». После ответа «подходит» сразу выполните только выбранный вариант.

Завершение: Сразу после выбранного действия разомкните контакт. Каждый отвечает «было комфортно», «нужно изменить» или «не повторять».",,none,,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_023,1,task,light,Массаж без продолжения,"Контекст: В этой карточке выполняется только прямо описанный ниже жест, разговор или прикосновение. К сексуальным действиям не переходите.

Порядок: Сделайте двухминутный массаж плеч, рук или спины без перехода к более интенсивной сцене.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,120,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l1_024,1,task,light,Итог карточки,"Контекст: В этой карточке нет интимных действий. Никаких физических действий не начинайте.

Порядок: По очереди закончите две фразы: «Мне было приятно…» и «На потом я хочу оставить…». Второй только слушает и не предлагает продолжение в рамках этой карточки.

Завершение: После выполнения всех пунктов раздела «Порядок» карточка заканчивается. К физическому действию переходите только по новой карточке и новому согласию.",,none,,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_001,2,task,light,Темп и паузы,"Контекст: В этой карточке разрешены только поцелуи, объятия, поглаживания плеч и спины либо массаж плеч. Выполняйте только одно конкретное действие, выбранное ниже; перед сменой отдельно спросите разрешение и дождитесь ответа «да».

Порядок: Выберите одно конкретное действие на три минуты: медленные поцелуи; объятие с поглаживанием плеч и спины; массаж плеч. Первый партнер задает скорость и объявляет две паузы по десять секунд, второй использует слова «медленнее», «пауза» или «стоп».

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_002,2,task,light,Реквизит по инструкции,"Контекст: Бот показывает под карточкой один реквизит и инструкцию к нему. В этой карточке используется только этот предмет; игроки не выбирают другой реквизит и не добавляют действия вне инструкции.

Порядок: Один партнер читает название и инструкцию вслух. Второй называет разрешенный способ и участок применения либо отвечает «не использовать». После отдельного «да» применяйте предмет не дольше трех минут и только способом из инструкции. Слова «пауза» и «стоп» требуют сразу убрать предмет.

Завершение: По сигналу таймера уберите реквизит и полностью остановитесь. Каждый отвечает «было комфортно», «нужно изменить» или «не повторять».",,required,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_003,2,task,light,Одно ограничение,"Контекст: В этой карточке разрешены только поцелуи, объятия, поглаживания плеч и спины либо массаж плеч. Выполняйте только одно конкретное действие, выбранное ниже; перед сменой отдельно спросите разрешение и дождитесь ответа «да».

Порядок: Выберите одно конкретное действие: три медленных поцелуя, объятие с поглаживанием спины либо массаж плеч. Затем выберите одно ограничение: не ускоряться; не менять положение; переходить к другому варианту из списка только после вопроса «можно?». Выполняйте выбранную основу до таймера.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_004,2,task,light,Просьба перед действием,"Контекст: В этой карточке разрешены только поцелуи, объятия, поглаживания плеч и спины либо массаж плеч. Выполняйте только одно конкретное действие, выбранное ниже; перед сменой отдельно спросите разрешение и дождитесь ответа «да».

Порядок: Выберите одно действие — подойти на шаг, взять за руку или обнять. Первый партнер просит разрешение, второй отвечает «да», «изменить» или «пауза»; только после «да» действие выполняется. Затем поменяйтесь ролями.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_005,2,task,light,Три спокойных действия,"Контекст: В этой карточке нет интимных действий. Никаких физических действий не начинайте.

Порядок: Один партнер по очереди предлагает три действия: потянуться, расслабить плечи и сделать медленный выдох. Второй выполняет только удобные действия и отвечает «да», «изменить» или «пауза».

Завершение: После выполнения всех пунктов раздела «Порядок» карточка заканчивается. К физическому действию переходите только по новой карточке и новому согласию.",,none,,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_006,2,task,light,"Положение, объятие и поцелуи","Контекст: В этой карточке выберите одно положение, затем выполните объятие, три поцелуя в губы и поглаживание плеч или спины. К сексуальным действиям не переходите.

Порядок: Выберите положение: сесть рядом, лечь на бок лицом друг к другу либо встать лицом друг к другу на расстоянии одного шага. Первый партнер спрашивает «обнять тебя?» и после «да» обнимает на 20 секунд. Затем полностью размыкает руки, спрашивает «три поцелуя в губы?» и после нового «да» делает три медленных поцелуя. После этого спрашивает «погладить плечи или спину?»; принимающий выбирает один участок, и партнер медленно гладит только его до таймера.

Завершение: По сигналу таймера прекратите поглаживания и разомкните контакт. Каждый отвечает «было комфортно», «нужно изменить» или «не повторять сегодня».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_007,2,task,light,Три команды,"Контекст: В этой карточке разрешены только поцелуи, объятия, поглаживания плеч и спины либо массаж плеч. Выполняйте только одно конкретное действие, выбранное ниже; перед сменой отдельно спросите разрешение и дождитесь ответа «да».

Порядок: Встаньте лицом друг к другу на расстоянии двух шагов. Выберите три команды из списка «один шаг ближе», «возьми меня за руку», «обними меня», «замри на пять секунд». Ведущий произносит их по одной; после каждой ведомый отвечает «да», «изменить», «пауза» или «стоп».

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_008,2,task,light,Повязка с разрешением,"Контекст: Один партнер ложится на спину или садится с опорой и надевает повязку, которую может снять одним движением. Другой находится рядом; поцелуи, стимуляция гениталий и проникновение не выполняются.

Порядок: Принимающий выбирает два участка из списка: кисти, плечи, волосы. Ведущий называет первый участок, ждет «да» и 20 секунд мягко касается его ладонью; затем полностью останавливается и так же предлагает второй участок. Оставшееся время проведите без новых прикосновений. Повязку можно снять в любой момент.

Завершение: По сигналу минутного таймера снимите повязку и разомкните контакт. Каждый отвечает «было комфортно», «нужно изменить» или «не повторять».",blindfold,required,60,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_009,2,task,light,Три минуты выбранного темпа,"Контекст: В этой карточке разрешены только поцелуи, объятия, поглаживания плеч и спины либо массаж плеч. Выполняйте только одно конкретное действие, выбранное ниже; перед сменой отдельно спросите разрешение и дождитесь ответа «да».

Порядок: Принимающий выбирает одну основу: поцелуи, поглаживание плеч и спины либо массаж плеч. Затем выбирает темп: постоянный медленный или 20 секунд движения и 10 секунд паузы. Второй выполняет только выбранную основу три минуты.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_010,2,task,light,Вопрос перед продолжением,"Контекст: В этой карточке разрешены только поцелуи, объятия, поглаживания плеч и спины либо массаж плеч. Выполняйте только одно конкретное действие, выбранное ниже; перед сменой отдельно спросите разрешение и дождитесь ответа «да».

Порядок: Выполните последовательность из трех пунктов: обняться на десять секунд, сделать три медленных поцелуя, затем массировать плечи 30 секунд. Перед началом каждого пункта активный партнер называет его и спрашивает «можно продолжить?». Ответы: «да», «изменить», «пауза» или «стоп»; без ясного ответа пункт не начинается.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_011,2,task,light,Право на паузу,"Контекст: В этой карточке разрешены только поцелуи, объятия, поглаживания плеч и спины либо массаж плеч. Выполняйте только одно конкретное действие, выбранное ниже; перед сменой отдельно спросите разрешение и дождитесь ответа «да».

Порядок: Начните с объятия и медленных поглаживаний плеч или спины. Один раз любой партнер может сказать «пауза на 30 секунд». Оба размыкают контакт и полностью останавливаются; после паузы сказавший выбирает: вернуться к объятию, заменить его на массаж плеч либо завершить карточку.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_012,2,task,light,Массаж с маслом,"Контекст: В этой карточке разрешены только поцелуи, объятия, поглаживания плеч и спины либо массаж плеч. Выполняйте только одно конкретное действие, выбранное ниже; перед сменой отдельно спросите разрешение и дождитесь ответа «да».

Порядок: Используйте указанное ботом масло для двухминутного массажа плеч, кистей или спины. Принимающий партнер выбирает участок и силу прикосновений; по таймеру массаж полностью заканчивается.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",oil,required,120,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_013,2,task,light,Ведущий задает темп,"Контекст: В этой карточке разрешены только поцелуи, объятия, поглаживания плеч и спины либо массаж плеч. Выполняйте только одно конкретное действие, выбранное ниже; перед сменой отдельно спросите разрешение и дождитесь ответа «да».

Порядок: Выберите одно конкретное действие: поцелуи, поглаживание спины либо массаж плеч. Ведущий до таймера меняет только скорость и объявляет паузы. Принимающий заранее выбирает одно ограничение: только медленно; не менять выбранную основу; проверять комфорт каждые 30 секунд.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_014,2,task,light,Три стоп-темы,"Контекст: В этой карточке нет интимных действий. Никаких физических действий не начинайте.

Порядок: По очереди назовите три точных запрета на сегодня. Выбирайте из примеров или формулируйте свои: не касаться шеи; не использовать повязку; не применять строгий тон; не обсуждать прошлых партнеров; не переходить к проникновению. Второй повторяет каждый запрет, назвавший подтверждает словом «верно».

Завершение: После выполнения всех пунктов раздела «Порядок» карточка заканчивается. К физическому действию переходите только по новой карточке и новому согласию.",,none,,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l2_015,2,task,light,Пять секунд на ответ,"Контекст: В этой карточке разрешены только поцелуи, объятия, поглаживания плеч и спины либо массаж плеч. Выполняйте только одно конкретное действие, выбранное ниже; перед сменой отдельно спросите разрешение и дождитесь ответа «да».

Порядок: По очереди предложите партнеру один вариант: обняться, сделать один поцелуй, взяться за руки либо выполнить минутный массаж плеч. Перед ответом партнер молчит пять секунд, затем говорит только «да», «изменить», «позже» или «стоп». После «да» выполните названный вариант один раз.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
